video_id,title,topic,confidence,scores
WVCIrJ0p6bs,"184. SMART Goals, Real Accountability - Millennial Dentist Podcast",business,0.333,"{""ai-llms"": 0, ""business"": 3, ""faith"": 0, ""finance-investing"": 0, ""hardware-homelab"": 0, ""software-engineering"": 1}"
2bQqW7PMYXM,"182. Managing Demand, Staffing Shortages & Holding the Line",business,0.444,"{""ai-llms"": 2, ""business"": 4, ""faith"": 0, ""finance-investing"": 3, ""hardware-homelab"": 0, ""software-engineering"": 1}"
ZV_e6BwvHeI,WHY MANY FAILED IN BUSINESS || DR. MYLES MUNROE,software-engineering,0.154,"{""ai-llms"": 0, ""business"": 2, ""faith"": 0, ""finance-investing"": 0, ""hardware-homelab"": 0, ""software-engineering"": 2}"
B_CCzQAixxg,Turn Your Old Mac Mini Into a Home Media & File Server!,hardware-homelab,0.571,"{""ai-llms"": 3, ""business"": 2, ""faith"": 1, ""finance-investing"": 0, ""hardware-homelab"": 4, ""software-engineering"": 1}"
fooZAZsBmpg,How to Set Up OpenClaw (Clawdbot) Without Getting Hacked: Isolation + Least Privilege + Firewall,hardware-homelab,0.429,"{""ai-llms"": 2, ""business"": 0, ""faith"": 0, ""finance-investing"": 0, ""hardware-homelab"": 3, ""software-engineering"": 2}"
uGyY2PFN8o0,M4 Mac mini - The Perfect Home Server!,hardware-homelab,0.429,"{""ai-llms"": 2, ""business"": 0, ""faith"": 0, ""finance-investing"": 0, ""hardware-homelab"": 3, ""software-engineering"": 1}"
w59QWE1CzMg,My Mac Is A Home Server Now And Yours Can Be One Too,hardware-homelab,0.857,"{""ai-llms"": 1, ""business"": 0, ""faith"": 0, ""finance-investing"": 0, ""hardware-homelab"": 6, ""software-engineering"": 2}"
FEDiAHzS0zw,Claude Code on your phone in 10 minutes,ai-llms,0.071,"{""ai-llms"": 1, ""business"": 0, ""faith"": 1, ""finance-investing"": 0, ""hardware-homelab"": 1, ""software-engineering"": 1}"
cT22fTzotYc,FREE Phone Calls with Claude Code,ai-llms,0.286,"{""ai-llms"": 4, ""business"": 2, ""faith"": 1, ""finance-investing"": 0, ""hardware-homelab"": 4, ""software-engineering"": 3}"
8AKn-zJMIwY,Why Owning Nothing Is So Expensive,ai-llms,0.143,"{""ai-llms"": 2, ""business"": 1, ""faith"": 0, ""finance-investing"": 1, ""hardware-homelab"": 2, ""software-engineering"": 2}"
